,Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
2881,Male,14.5,No,Urban,68.3,Secondary,82.2
2882,Male,3.6,No,Rural,90.4,Primary,52.1
2883,Female,7.9,No,Rural,78.4,Secondary,55.1
2884,Male,12.1,No,Urban,76.7,Tertiary,75.9
2885,Male,16.0,No,Urban,92.2,Secondary,97.5
2886,Female,7.2,No,Urban,54.6,Tertiary,57.7
2887,Female,9.7,No,Urban,86.3,Primary,74.9
2888,Female,15.4,No,Urban,51.8,none,74.8
2889,Female,2.4,No,Rural,94.7,Primary,36.8
2890,Male,12.5,No,Rural,60.3,Primary,70.1
2891,Male,5.7,No,Rural,79.8,Secondary,53.7
2892,Female,2.3,No,Rural,55.6,Primary,29.1
2893,Female,10.0,Yes,Rural,77.4,Secondary,82.8
2894,Female,9.8,No,Urban,59.8,Tertiary,68.6
2895,Male,11.5,No,Urban,90.3,Tertiary,82.7
2896,Female,13.7,No,Rural,65.4,Tertiary,82.4
2897,Female,10.9,No,Urban,64.3,Secondary,69.4
2898,Male,16.0,No,Rural,69.0,Tertiary,95.2
2899,Male,15.2,Yes,Urban,61.2,Tertiary,99.8
2900,Female,6.9,No,Urban,79.8,Secondary,55.6
2901,Male,9.6,No,Rural,93.8,Tertiary,74.0
2902,Female,9.0,Yes,Rural,86.8,Secondary,81.9
2903,Female,2.5,Yes,Urban,89.2,Secondary,58.8
2904,Male,16.0,No,Urban,82.7,Secondary,90.8
2905,Female,8.2,No,Urban,65.1,Secondary,55.1
2906,Female,14.3,No,Rural,97.8,Tertiary,89.4
2907,Female,8.4,Yes,Urban,74.1,Tertiary,80.9
2908,Male,14.0,No,Urban,89.4,none,86.2
2909,Male,8.1,No,Urban,60.8,Secondary,52.2
2910,Male,14.5,No,Rural,72.0,Secondary,84.6
2911,Female,11.3,No,Urban,76.0,Tertiary,76.1
2912,Male,12.7,Yes,Urban,77.2,Primary,92.5
2913,Female,12.8,No,Urban,96.7,Tertiary,87.2
2914,Female,11.2,No,Urban,87.6,Primary,81.4
2915,Female,7.7,Yes,Urban,86.3,Tertiary,83.6
2916,Female,6.7,Yes,Rural,80.1,Tertiary,69.0
2917,Male,16.0,No,Urban,58.5,Tertiary,82.4
2918,Female,16.0,Yes,Urban,56.1,Tertiary,100.0
2919,Female,11.3,No,Rural,59.8,Secondary,74.6
2920,Female,15.0,Yes,Rural,68.5,Primary,90.6
2921,Female,7.6,No,Rural,96.8,Tertiary,66.3
2922,Male,10.8,Yes,Rural,91.1,Tertiary,82.3
2923,Female,3.6,No,Urban,55.4,Tertiary,46.7
2924,Female,7.0,Yes,Urban,92.4,Secondary,79.4
2925,Female,9.4,No,Rural,70.5,Tertiary,62.9
2926,Female,9.4,No,Urban,82.1,Primary,62.1
2927,Female,10.5,No,Urban,58.8,Tertiary,70.2
2928,Male,4.5,No,Rural,58.2,Primary,27.8
2929,Male,10.2,No,Urban,91.5,Tertiary,74.3
2930,Male,10.3,No,Rural,72.5,none,59.0
2931,Female,11.0,Yes,Urban,88.9,Tertiary,97.3
2932,Male,13.0,No,Rural,88.4,Tertiary,76.8
2933,Female,7.7,No,Urban,97.3,Tertiary,75.7
2934,Female,4.0,Yes,Urban,95.8,Secondary,66.0
2935,Female,11.8,Yes,Rural,82.6,Primary,87.0
2936,Male,11.5,Yes,Urban,80.7,none,91.4
2937,Female,11.2,No,Urban,92.6,Secondary,73.1
2938,Female,15.7,Yes,Rural,86.5,Secondary,100.0
2939,Male,10.8,Yes,Rural,71.7,Secondary,75.6
2940,Female,13.1,No,Rural,63.4,Primary,67.5
2941,Female,10.2,No,Urban,67.6,Tertiary,72.4
2942,Female,10.5,No,Urban,64.8,Tertiary,76.0
2943,Female,7.7,No,Urban,71.4,Tertiary,55.4
2944,Male,9.9,Yes,Urban,99.3,Secondary,85.4
2945,Male,10.8,No,Urban,95.4,Secondary,77.4
2946,Female,11.3,No,Urban,64.5,Secondary,65.0
2947,Female,15.3,No,Urban,60.6,Tertiary,91.4
2948,Male,15.7,No,Rural,52.0,Secondary,82.1
2949,Male,16.0,No,Urban,98.9,Tertiary,96.1
2950,Female,9.0,Yes,Rural,79.1,Secondary,80.4
2951,Male,10.4,No,Rural,98.3,Secondary,75.9
2952,Male,14.3,Yes,Urban,72.5,Secondary,100.0
2953,Female,10.2,No,Urban,57.1,Secondary,63.8
2954,Male,15.5,No,Urban,99.6,Tertiary,98.8
2955,Male,0.8,Yes,Urban,56.3,Secondary,37.7
2956,Male,16.0,Yes,Rural,53.6,Primary,89.7
2957,Male,7.2,Yes,Rural,56.7,Tertiary,74.8
2958,Male,9.7,No,Rural,87.1,Secondary,66.4
2959,Male,8.8,No,Urban,56.6,Secondary,61.7
2960,Female,13.3,No,Urban,78.6,Secondary,87.1
2961,Female,9.3,No,Urban,62.1,Primary,61.2
2962,Female,16.0,No,Urban,68.9,Secondary,82.8
2963,Male,12.3,No,Urban,67.6,Primary,78.4
2964,Male,9.2,Yes,Urban,73.2,Secondary,79.8
2965,Female,13.7,Yes,Urban,64.1,Secondary,94.4
2966,Male,12.5,Yes,Urban,93.5,Tertiary,99.6
2967,Female,9.3,No,Rural,99.1,Tertiary,71.1
2968,Male,15.0,Yes,Urban,75.8,Secondary,94.8
2969,Female,13.4,Yes,Rural,74.4,Secondary,90.8
2970,Female,14.8,No,Rural,79.8,Primary,76.5
2971,Female,5.9,No,Rural,54.7,Secondary,30.8
2972,Female,8.8,No,Rural,65.4,Secondary,65.3
2973,Female,8.4,No,Urban,87.7,Primary,71.3
2974,Female,13.4,Yes,Urban,79.7,Tertiary,99.0
2975,Male,14.0,No,Rural,91.6,Secondary,76.4
2976,Male,14.1,No,Rural,66.9,Secondary,76.4
2977,Male,8.6,No,Rural,66.6,Tertiary,53.1
2978,Female,7.2,No,Urban,73.2,Primary,61.9
2979,Male,8.8,No,Urban,64.4,Tertiary,66.9
2980,Female,15.9,No,Urban,64.0,none,85.9
2981,Male,16.0,No,Rural,70.0,Secondary,85.6
2982,Female,11.9,Yes,Rural,73.4,Secondary,85.2
2983,Female,8.5,No,Urban,81.7,Primary,79.5
2984,Male,8.8,No,Rural,68.4,Secondary,42.9
2985,Female,11.4,No,Urban,86.5,Tertiary,81.0
2986,Female,0.0,No,Urban,88.3,none,30.2
2987,Female,11.5,No,Urban,95.6,none,74.3
2988,Male,8.5,Yes,Rural,86.3,Tertiary,89.8
2989,Female,7.0,Yes,Rural,58.9,Tertiary,72.3
2990,Male,9.9,Yes,Rural,54.5,Secondary,79.5
2991,Female,6.5,Yes,Urban,52.5,Secondary,72.8
2992,Female,12.4,Yes,Urban,63.0,Secondary,86.6
2993,Female,9.7,Yes,Rural,66.9,Tertiary,81.9
2994,Female,13.9,No,Urban,67.5,none,82.7
2995,Female,1.9,Yes,Urban,50.4,Tertiary,53.5
2996,Female,11.3,Yes,Urban,58.5,Primary,93.4
2997,Male,3.8,Yes,Urban,52.6,Tertiary,61.1
2998,Male,7.6,No,Rural,99.3,Secondary,66.3
2999,Female,15.1,No,Rural,68.4,Tertiary,89.1
3000,Female,7.9,No,Rural,84.7,Primary,60.1
3001,Female,15.6,Yes,Rural,79.4,Primary,99.9
3002,Female,16.0,Yes,Rural,88.7,Primary,100.0
3003,Male,12.7,No,Urban,90.8,Secondary,73.9
3004,Male,12.3,Yes,Urban,69.8,Secondary,90.1
3005,Male,3.2,No,Rural,73.5,Primary,32.3
3006,Female,9.5,Yes,Urban,50.5,Primary,65.3
3007,Male,13.2,Yes,Rural,83.0,Tertiary,100.0
3008,Male,16.0,Yes,Urban,61.2,none,100.0
3009,Female,7.8,Yes,Urban,68.6,Tertiary,73.9
3010,Male,12.2,No,Urban,76.5,Secondary,70.7
3011,Male,8.8,No,Rural,72.0,Tertiary,58.3
3012,Male,9.5,No,Rural,79.9,Primary,60.7
3013,Female,14.3,Yes,Rural,98.0,Tertiary,100.0
3014,Male,10.7,No,Urban,87.6,Primary,67.3
3015,Female,5.3,No,Urban,94.0,none,58.4
3016,Female,3.6,No,Urban,78.6,Tertiary,45.7
3017,Male,14.6,No,Urban,96.3,Secondary,87.9
3018,Male,16.0,No,Urban,88.3,Secondary,89.3
3019,Male,2.8,No,Urban,82.4,Secondary,34.8
3020,Male,8.7,No,Rural,60.6,Primary,53.7
3021,Male,10.6,No,Urban,63.2,Secondary,66.1
3022,Male,8.8,Yes,Rural,63.2,none,72.7
3023,Female,10.1,Yes,Rural,62.4,Tertiary,91.4
3024,Female,10.8,Yes,Urban,60.2,Secondary,82.7
3025,Female,13.8,No,Urban,86.5,Primary,83.2
3026,Male,8.9,Yes,Rural,75.6,none,75.2
3027,Male,16.0,Yes,Urban,65.1,Tertiary,100.0
3028,Male,11.7,No,Urban,85.8,Secondary,76.8
3029,Female,8.4,No,Rural,84.9,Primary,66.9
3030,Female,11.5,No,Urban,82.2,Secondary,79.2
3031,Male,11.5,No,Urban,87.3,Secondary,76.1
3032,Female,6.7,No,Rural,60.5,Secondary,45.5
3033,Female,9.8,No,Rural,82.6,none,70.1
3034,Female,13.4,No,Urban,75.7,Secondary,86.8
3035,Male,11.7,Yes,Urban,97.6,Tertiary,96.7
3036,Female,8.1,No,Rural,65.0,Primary,55.8
3037,Male,12.8,No,Urban,51.7,Secondary,75.2
3038,Female,9.5,Yes,Urban,64.8,Primary,80.7
3039,Female,11.4,No,Rural,81.8,Secondary,79.3
3040,Female,9.2,Yes,Urban,93.5,Secondary,77.9
3041,Male,5.2,No,Rural,56.4,Secondary,45.0
3042,Male,9.9,Yes,Urban,65.0,Secondary,85.3
3043,Male,10.7,Yes,Urban,99.9,Tertiary,100.0
3044,Male,16.0,Yes,Rural,94.9,Secondary,100.0
3045,Male,16.0,No,Urban,57.4,Primary,85.2
3046,Male,12.3,No,Rural,60.5,Secondary,71.0
3047,Female,4.9,Yes,Urban,67.5,Tertiary,64.0
3048,Male,2.9,Yes,Rural,57.7,Secondary,52.4
3049,Female,1.1,No,Urban,96.7,Primary,41.9
3050,Male,16.0,Yes,Rural,74.5,Tertiary,96.0
3051,Male,10.3,No,Rural,50.1,Tertiary,57.3
3052,Male,11.7,No,Rural,51.7,Secondary,67.2
3053,Male,8.3,No,Rural,58.5,none,47.8
3054,Male,5.3,No,Urban,95.1,Tertiary,52.7
3055,Female,15.1,No,Rural,56.2,Secondary,79.9
3056,Male,10.1,No,Urban,67.9,Secondary,68.6
3057,Female,10.0,No,Rural,60.9,Tertiary,57.4
3058,Male,9.0,No,Urban,91.3,Secondary,68.6
3059,Male,14.3,No,Urban,95.4,Primary,95.9
3060,Female,10.2,No,Urban,91.3,Tertiary,79.2
3061,Female,9.5,No,Urban,73.0,Tertiary,69.4
3062,Male,15.3,No,Urban,60.9,Tertiary,95.0
3063,Female,15.0,No,Urban,59.6,none,92.9
3064,Male,6.9,No,Rural,81.9,none,52.6
3065,Female,11.4,No,Urban,74.9,Secondary,88.4
3066,Female,7.1,Yes,Urban,77.9,Tertiary,82.8
3067,Female,16.0,Yes,Rural,93.1,Primary,100.0
3068,Female,12.3,No,Urban,97.6,Tertiary,94.4
3069,Male,1.5,No,Urban,95.2,Tertiary,36.8
3070,Female,8.3,No,Rural,62.0,Tertiary,63.1
3071,Female,12.4,Yes,Rural,71.0,Secondary,83.0
3072,Female,9.6,Yes,Rural,78.4,Secondary,80.7
3073,Female,9.0,No,Urban,74.4,none,54.2
3074,Female,7.6,No,Urban,62.8,Tertiary,65.2
3075,Female,15.7,No,Urban,62.5,Primary,89.4
3076,Female,5.0,No,Urban,64.0,Primary,49.4
3077,Male,16.0,Yes,Rural,78.4,Tertiary,100.0
3078,Male,10.4,No,Urban,77.8,Secondary,80.9
3079,Male,14.3,Yes,Urban,86.3,Tertiary,99.8
3080,Female,12.2,Yes,Urban,62.0,Tertiary,96.0
3081,Male,9.3,No,Urban,96.5,Primary,80.6
3082,Female,11.5,No,Rural,60.6,Secondary,64.7
3083,Female,11.3,No,Rural,84.2,Secondary,83.1
3084,Male,2.9,No,Rural,80.3,Secondary,35.2
3085,Female,7.5,No,Urban,54.9,Secondary,56.5
3086,Female,13.5,Yes,Urban,59.6,Secondary,90.6
3087,Male,9.8,No,Urban,90.9,none,64.0
3088,Female,10.6,No,Urban,96.6,Primary,83.3
3089,Male,7.5,No,Rural,71.6,Secondary,54.0
3090,Female,5.0,No,Urban,96.5,none,55.2
3091,Female,6.3,No,Urban,50.1,Tertiary,47.5
3092,Male,4.5,Yes,Urban,77.5,Secondary,64.8
3093,Female,16.0,Yes,Rural,91.9,none,100.0
3094,Male,11.9,No,Urban,80.0,Tertiary,80.9
3095,Female,9.1,No,Urban,92.7,none,60.7
3096,Male,8.2,No,Urban,59.3,Primary,47.5
3097,Male,16.0,No,Urban,63.1,Tertiary,92.0
3098,Female,10.0,No,Urban,54.6,Tertiary,60.4
3099,Male,7.5,No,Urban,54.8,none,45.1
3100,Female,11.2,No,Urban,85.2,none,76.8
3101,Female,13.4,No,Urban,54.4,Secondary,82.3
3102,Female,11.6,No,Urban,86.9,Secondary,78.5
3103,Male,12.6,No,Rural,87.5,Tertiary,84.6
3104,Male,8.6,Yes,Rural,53.1,Secondary,68.8
3105,Female,9.5,Yes,Rural,55.8,Tertiary,68.3
3106,Female,10.4,Yes,Urban,65.4,Secondary,81.1
3107,Female,12.2,No,Rural,53.2,Primary,67.4
3108,Female,15.4,No,Urban,90.8,Secondary,93.1
3109,Female,11.6,No,Urban,73.1,Secondary,74.5
3110,Male,4.0,No,Urban,50.5,Secondary,40.3
3111,Female,3.3,Yes,Urban,88.2,Tertiary,67.2
3112,Female,14.4,No,Urban,70.8,Secondary,92.0
3113,Male,8.3,No,Urban,72.0,Secondary,51.4
3114,Female,16.0,No,Urban,92.9,Secondary,97.9
3115,Female,15.8,No,Urban,72.7,none,90.1
3116,Male,7.1,No,Rural,90.0,Secondary,51.7
3117,Female,5.4,Yes,Urban,70.1,Secondary,59.1
3118,Female,10.2,Yes,Urban,54.0,Secondary,89.6
3119,Female,10.7,No,Urban,67.4,Tertiary,74.1
3120,Male,8.4,Yes,Urban,53.3,Primary,76.0
3121,Male,5.7,No,Urban,60.4,Secondary,46.2
3122,Female,10.1,Yes,Urban,88.0,Secondary,96.0
3123,Female,9.2,No,Rural,62.0,Secondary,57.7
3124,Male,11.0,Yes,Urban,55.0,Tertiary,83.2
3125,Male,8.3,Yes,Rural,67.0,Secondary,72.9
3126,Female,16.0,No,Rural,78.7,none,86.0
3127,Male,8.8,Yes,Rural,62.8,Secondary,65.4
3128,Male,9.6,No,Urban,88.6,none,65.6
3129,Female,15.8,No,Urban,99.6,Tertiary,97.6
3130,Male,15.2,Yes,Rural,82.4,Tertiary,100.0
3131,Male,16.0,No,Urban,84.2,Tertiary,100.0
3132,Female,16.0,No,Urban,58.0,Tertiary,86.0
3133,Female,15.5,No,Urban,91.5,Secondary,93.5
3134,Female,8.4,No,Urban,52.8,Secondary,47.3
3135,Male,2.2,Yes,Rural,95.7,Secondary,56.4
3136,Male,10.6,Yes,Urban,66.3,Secondary,78.4
3137,Female,8.9,No,Urban,62.9,Primary,57.8
3138,Female,8.7,No,Rural,55.3,Secondary,50.6
3139,Male,11.5,No,Urban,77.2,none,68.1
3140,Female,9.4,Yes,Rural,52.7,Primary,65.7
3141,Female,9.7,No,Urban,74.5,none,65.2
3142,Female,8.9,Yes,Rural,90.7,Secondary,82.4
3143,Female,5.9,Yes,Rural,87.9,Secondary,75.0
3144,Female,9.6,No,Rural,55.0,Secondary,57.7
3145,Male,15.7,No,Urban,74.2,Secondary,81.7
3146,Male,11.4,Yes,Urban,93.7,none,91.8
3147,Female,8.8,No,Urban,84.9,Primary,65.1
3148,Female,7.2,Yes,Urban,53.0,Primary,57.0
3149,Male,10.7,Yes,Rural,59.6,Tertiary,81.4
3150,Male,12.4,No,Urban,96.2,Tertiary,84.1
3151,Male,11.2,Yes,Urban,83.2,Primary,85.3
3152,Male,6.4,No,Rural,89.0,Tertiary,59.0
3153,Female,5.7,No,Urban,77.5,Secondary,56.4
3154,Female,13.9,Yes,Urban,55.4,Tertiary,97.5
3155,Female,6.7,No,Urban,74.3,Tertiary,55.3
3156,Female,4.4,Yes,Urban,76.5,Secondary,59.4
3157,Female,6.6,Yes,Urban,72.3,Secondary,76.0
3158,Female,6.2,Yes,Rural,98.9,Secondary,76.5
3159,Male,10.3,Yes,Urban,64.4,Tertiary,80.3
3160,Female,11.7,Yes,Urban,62.7,none,82.6
3161,Female,14.0,No,Urban,72.4,Tertiary,78.2
3162,Female,9.2,No,Urban,76.0,Secondary,69.0
3163,Female,6.4,Yes,Urban,66.0,Primary,64.9
3164,Male,4.8,No,Urban,99.5,Primary,60.3
3165,Male,6.6,Yes,Rural,55.8,Primary,65.9
3166,Male,4.9,No,Urban,99.1,none,49.8
3167,Male,8.2,Yes,Rural,95.8,Primary,62.9
3168,Female,13.5,No,Rural,96.6,Secondary,88.7
3169,Female,16.0,No,Rural,69.2,Tertiary,91.1
3170,Male,6.2,No,Rural,80.3,Tertiary,51.4
3171,Male,11.6,Yes,Rural,79.1,Primary,80.7
3172,Male,5.5,No,Urban,80.2,none,46.5
3173,Male,10.7,Yes,Rural,53.0,Secondary,84.1
3174,Female,7.6,No,Urban,90.7,Tertiary,72.9
3175,Female,9.0,Yes,Urban,68.4,Tertiary,82.7
3176,Male,15.8,No,Rural,95.8,Primary,87.1
3177,Female,12.4,Yes,Urban,59.3,Secondary,99.6
3178,Male,11.6,No,Rural,78.9,none,64.1
3179,Male,15.5,No,Rural,79.9,Secondary,87.8
3180,Male,6.5,Yes,Urban,51.4,Secondary,57.9
3181,Female,9.0,Yes,Rural,59.5,Secondary,77.4
3182,Male,11.5,No,Rural,74.1,Tertiary,70.0
3183,Female,14.7,No,Urban,79.8,Secondary,95.5
3184,Female,14.1,No,Rural,54.4,none,71.7
3185,Female,11.7,No,Urban,65.5,Tertiary,80.4
3186,Female,12.7,Yes,Rural,77.1,Primary,95.3
3187,Male,10.8,Yes,Urban,83.9,Secondary,93.4
3188,Female,12.1,No,Urban,91.8,Tertiary,87.5
3189,Female,15.4,Yes,Rural,88.0,Secondary,100.0
3190,Male,6.1,No,Urban,89.1,none,53.3
3191,Male,6.0,No,Urban,64.0,Tertiary,47.2
3192,Male,11.7,Yes,Urban,66.1,Primary,90.2
3193,Female,16.0,No,Rural,81.4,Tertiary,84.5
3194,Female,11.1,No,Urban,58.7,Secondary,63.7
3195,Male,6.6,Yes,Urban,95.4,Tertiary,74.7
3196,Female,16.0,No,Urban,86.2,Secondary,90.3
3197,Female,9.1,No,Urban,52.9,Primary,59.7
3198,Male,10.5,No,Urban,87.5,Primary,73.6
3199,Female,2.1,Yes,Urban,76.1,Primary,41.1
3200,Male,10.5,No,Urban,97.0,Tertiary,79.7
3201,Male,12.9,Yes,Urban,75.2,Primary,99.0
3202,Male,10.1,Yes,Urban,78.8,Primary,78.2
3203,Female,13.8,Yes,Urban,92.0,Secondary,100.0
3204,Female,6.2,No,Rural,96.0,Primary,67.5
3205,Female,6.2,No,Rural,94.6,none,52.5
3206,Female,11.7,Yes,Urban,78.2,Primary,91.7
3207,Male,16.0,No,Urban,81.3,Primary,90.1
3208,Male,7.5,Yes,Urban,50.1,Secondary,68.8
3209,Female,10.3,No,Urban,78.6,Secondary,73.5
3210,Male,4.8,Yes,Rural,59.3,Tertiary,64.6
3211,Male,13.4,Yes,Urban,79.1,Secondary,95.9
3212,Female,6.2,No,Urban,99.5,Secondary,61.6
3213,Female,11.0,No,Urban,67.3,none,57.0
3214,Male,10.6,No,Urban,86.4,Secondary,77.3
3215,Female,6.3,No,Urban,74.1,Primary,60.1
3216,Male,13.4,No,Urban,84.3,Tertiary,91.8
3217,Female,2.9,Yes,Rural,91.9,Primary,59.5
3218,Male,14.3,Yes,Rural,85.8,Secondary,91.6
3219,Male,5.6,No,Urban,64.1,none,32.0
3220,Female,16.0,No,Urban,92.7,Secondary,100.0
3221,Male,14.0,No,Rural,98.9,Secondary,87.8
3222,Male,13.2,No,Rural,95.6,Secondary,89.6
3223,Female,7.0,Yes,Rural,79.8,Tertiary,73.1
3224,Female,12.1,No,Rural,94.2,Secondary,79.3
3225,Female,7.6,No,Urban,57.9,Tertiary,61.3
3226,Female,8.0,No,Urban,59.8,Tertiary,53.6
3227,Male,12.4,No,Rural,62.9,Tertiary,74.5
3228,Male,6.1,No,Urban,88.6,Primary,43.0
3229,Male,12.3,No,Urban,62.0,Primary,64.3
3230,Male,5.4,No,Urban,86.0,Secondary,54.3
3231,Male,10.0,No,Urban,91.8,Primary,72.0
3232,Female,11.6,No,Rural,60.1,none,63.2
3233,Male,12.5,Yes,Urban,77.5,none,88.6
3234,Male,12.6,No,Urban,91.9,Secondary,82.6
3235,Female,13.4,No,Rural,53.8,none,71.9
3236,Male,10.7,No,Urban,79.7,Primary,67.8
3237,Female,8.3,Yes,Urban,59.7,Tertiary,65.9
3238,Female,9.5,No,Rural,94.4,Secondary,67.5
3239,Female,15.7,No,Urban,93.9,Primary,99.2
3240,Male,11.8,No,Urban,80.3,Tertiary,74.1
3241,Female,14.2,No,Urban,68.1,Primary,82.4
3242,Female,10.6,No,Urban,88.9,Secondary,78.2
3243,Female,16.0,No,Urban,64.0,Tertiary,86.8
3244,Male,10.8,No,Urban,90.9,Tertiary,77.7
3245,Male,12.4,Yes,Rural,60.0,Primary,91.9
3246,Female,6.6,No,Urban,56.4,Secondary,42.9
3247,Female,13.3,No,Rural,84.4,none,78.6
3248,Male,14.0,No,Urban,85.8,Secondary,87.7
3249,Male,14.1,No,Urban,64.9,Tertiary,86.7
3250,Male,12.6,Yes,Urban,61.9,Secondary,82.2
3251,Male,5.9,No,Rural,96.4,Secondary,50.5
3252,Male,7.3,Yes,Urban,52.7,Secondary,60.4
3253,Female,5.9,Yes,Urban,79.6,Secondary,69.3
3254,Female,13.0,No,Urban,90.2,Secondary,84.9
3255,Male,12.4,No,Urban,97.9,Secondary,87.8
3256,Female,11.7,No,Rural,87.1,Secondary,76.6
3257,Male,11.9,Yes,Urban,90.5,Tertiary,88.4
3258,Male,10.6,No,Rural,96.3,Tertiary,77.7
3259,Female,9.3,No,Urban,72.2,Secondary,64.1
3260,Male,8.3,No,Urban,53.3,Secondary,60.5
3261,Male,7.8,No,Urban,62.3,Secondary,53.5
3262,Female,7.5,No,Rural,99.8,Secondary,59.4
3263,Male,14.3,No,Urban,59.4,Secondary,73.4
3264,Female,12.1,Yes,Rural,62.2,Tertiary,100.0
3265,Male,14.8,No,Rural,70.2,none,75.7
3266,Female,16.0,No,Rural,93.7,Primary,94.8
3267,Female,13.8,Yes,Urban,89.7,Primary,100.0
3268,Female,12.0,No,Urban,79.6,Primary,83.5
3269,Male,11.2,No,Urban,75.0,Secondary,72.0
3270,Female,8.6,No,Rural,84.4,none,57.2
3271,Female,16.0,Yes,Rural,58.5,Primary,99.0
3272,Female,14.3,No,Urban,79.4,Primary,81.5
3273,Male,13.8,No,Urban,75.0,Tertiary,79.3
3274,Male,15.5,No,Rural,78.9,Tertiary,89.1
3275,Female,5.0,No,Rural,90.3,Secondary,52.7
3276,Female,6.3,Yes,Rural,82.5,Secondary,67.5
3277,Male,12.6,No,Rural,95.8,Tertiary,77.4
3278,Male,14.7,No,Urban,80.1,Tertiary,87.5
3279,Male,10.6,No,Urban,63.1,Secondary,70.2
3280,Male,14.6,No,Rural,69.8,Secondary,84.8
3281,Female,12.8,No,Urban,68.2,Secondary,83.5
3282,Male,7.1,No,Rural,84.9,Secondary,54.0
3283,Male,7.1,No,Urban,83.2,none,50.1
3284,Male,12.7,Yes,Urban,63.7,Secondary,88.1
3285,Male,12.2,Yes,Urban,96.4,Secondary,97.2
3286,Male,5.2,No,Rural,52.3,Tertiary,39.5
3287,Female,10.7,No,Rural,93.7,none,69.3
3288,Male,7.1,Yes,Rural,70.3,Tertiary,65.2
3289,Female,3.2,No,Urban,97.6,Secondary,47.2
3290,Female,11.0,No,Rural,94.4,Tertiary,73.0
3291,Male,13.8,No,Rural,79.5,Primary,82.8
3292,Female,5.5,No,Urban,55.2,Secondary,51.5
3293,Male,11.5,No,Urban,86.0,Primary,64.7
3294,Female,7.3,No,Rural,85.8,Tertiary,60.7
3295,Male,13.4,No,Rural,81.8,none,75.3
3296,Male,12.2,No,Urban,63.0,Secondary,66.9
3297,Male,14.9,No,Urban,83.1,Secondary,93.0
3298,Male,12.1,Yes,Urban,59.3,Tertiary,80.0
3299,Male,8.7,No,Urban,86.7,Tertiary,70.2
3300,Female,16.0,No,Urban,79.3,none,90.2
3301,Female,12.5,Yes,Rural,50.2,Tertiary,79.3
3302,Female,10.6,Yes,Urban,77.3,Primary,89.0
3303,Female,9.9,No,Rural,64.0,Secondary,60.8
3304,Male,5.6,No,Urban,77.4,Secondary,43.2
3305,Male,14.4,No,Urban,81.0,Secondary,82.1
3306,Male,11.3,No,Rural,81.7,Secondary,67.3
3307,Male,9.1,No,Rural,53.2,Tertiary,65.1
3308,Male,6.0,Yes,Rural,61.5,Secondary,67.1
3309,Female,11.1,No,Urban,89.8,Secondary,73.0
3310,Male,6.5,No,Rural,54.2,Secondary,48.2
3311,Female,8.8,Yes,Urban,92.3,Secondary,87.9
3312,Female,4.4,No,Rural,86.6,Secondary,47.5
3313,Female,10.2,Yes,Rural,53.5,Tertiary,89.1
3314,Female,10.0,No,Rural,74.1,Tertiary,66.1
3315,Male,11.8,No,Rural,60.3,Secondary,61.9
3316,Male,14.2,No,Rural,57.9,Secondary,75.2
3317,Female,6.5,No,Rural,74.9,Tertiary,50.7
3318,Female,10.7,No,Urban,62.4,Tertiary,69.0
3319,Male,9.1,No,Rural,97.0,Secondary,73.7
3320,Female,7.7,No,Rural,66.9,Tertiary,53.6
3321,Female,8.4,Yes,Urban,56.3,Secondary,80.4
3322,Male,11.3,No,Rural,63.4,Secondary,63.8
3323,Female,5.0,No,Urban,61.1,Secondary,44.0
3324,Female,9.5,Yes,Urban,89.1,Primary,83.3
3325,Female,14.1,No,Urban,60.6,Tertiary,88.7
3326,Female,2.9,No,Urban,59.1,Tertiary,32.8
3327,Female,9.1,No,Rural,76.1,Primary,55.2
3328,Male,11.0,No,Urban,74.3,Tertiary,75.6
3329,Male,9.5,Yes,Rural,65.1,Tertiary,76.4
3330,Male,14.7,No,Urban,57.5,Secondary,68.1
3331,Male,6.3,No,Urban,94.4,Tertiary,59.4
3332,Male,6.5,No,Urban,67.3,Tertiary,54.3
3333,Male,6.2,No,Rural,78.6,Secondary,48.8
3334,Female,11.2,No,Urban,60.7,Tertiary,67.3
3335,Male,13.7,No,Rural,63.7,Primary,69.3
3336,Male,14.8,No,Rural,74.2,Primary,82.3
3337,Male,8.7,Yes,Rural,69.4,none,77.8
3338,Male,7.7,No,Urban,68.8,Tertiary,59.5
3339,Male,11.1,Yes,Urban,78.1,Tertiary,87.7
3340,Male,12.7,No,Urban,85.4,Secondary,76.7
3341,Male,4.3,No,Rural,51.3,Tertiary,37.9
3342,Female,9.3,No,Urban,54.1,Tertiary,67.0
3343,Male,13.6,Yes,Urban,68.5,Secondary,90.8
3344,Male,11.3,No,Rural,62.5,Tertiary,70.8
3345,Male,10.8,No,Rural,94.6,Secondary,69.8
3346,Male,14.6,Yes,Rural,94.5,Primary,98.5
3347,Female,8.9,No,Urban,99.4,Tertiary,81.9
3348,Female,13.7,Yes,Urban,68.2,Secondary,98.4
3349,Female,8.6,Yes,Urban,91.1,Tertiary,85.2
3350,Male,12.9,No,Urban,82.7,Secondary,76.5
3351,Male,11.5,No,Rural,70.3,Secondary,67.9
3352,Male,7.4,Yes,Urban,51.0,Secondary,71.3
3353,Male,7.2,No,Urban,66.4,Tertiary,58.5
