RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,PlaceNotes,Latitude,Longitude,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Jurisdiction_ID4,Jurisdiction_ID5,Jurisdiction_ID6,Classification,ClassificationNotes,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,Language,LanguageNotes,Source,SourceOther,Edition,EditionOther,Source_URL,Source_URL2,SourceNotes,TranscriptionNotes,NoKnownText,TextNeeded,Fragment,BaseText,OCR,GeneralNotes,Transcription,BiblioRefs
1048,1350,1341x1361,,,Yes,,Digne,Digne,Embrun,France,,44.093333,6.236389,D388,,,,,,Diocesan,,Jean Peisson,,1341,1361,,Latin,,"Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 1 [=G 1], fol. XLVI","Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 467, fol. XLVI",,,,, [IRHT MF 07960]/  MF 07207,"Transcription of 1 G 001 checked against 1 G 467, a diplomatic transcription made by Canon Bondil of Digne (1790-1870)",,,,Digital MS,,,Reviewed ,"Kay, ""Hostiensis and some Provincial Councils of Embrun"", for discussion of MSS"
1050,1411,1411,6,4,,,Dol-de-Bretagne,Dol,Tours,France,,48.550833,-1.755833,D444,,,,,,Diocesan,,Etienne Coeuvret,,1405,1429,,Latin,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §71, 72-77",,http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra,,Survive in 1509 compilation,,,,,Digital MS,,first article is followed by a separate set of five others,Reviewed ,
1051,1420,1411x1429,,,Yes,,Dol-de-Bretagne,Dol,Tours,France,,48.550833,-1.755833,D444,,,,,,Diocesan,,Etienne Coeuvret,,1405,1429,,Latin,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §77",,http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra,,Survive in 1509 compilation,,,,,Digital MS,,,Reviewed ,
1052,1435,1431x1437,,,Yes,,Dol-de-Bretagne,Dol,Tours,France,,48.550833,-1.755833,D444,,,,,,Diocesan,,Jean de Bruc,,1431,1437,,Latin,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §78-81",,http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra,,"Survive in 1509 compilation
",,,,,Digital MS,,,Reviewed ,
1053,1440,1437x1444,,,Yes,,Dol-de-Bretagne,Dol,Tours,France,,48.550833,-1.755833,D444,,,,,,Diocesan,,Alain de Lespervez,,1437,1444,,Latin,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §82-85",,http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra,,"Survive in 1509 compilation
",,,,,Digital MS,,,Reviewed ,
1054,1441,1441,6,8,,date missing from Pontal repertoire; given in text of statutes,Dol-de-Bretagne,Dol,Tours,France,,48.550833,-1.755833,D444,,,,,,Diocesan,,Alain de Lespervez,,1437,1444,,Latin,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §85-89",,http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra,,Survive in 1509 compilation,,,,,Digital MS,,,Reviewed ,
1055,1450,1444x1456,,,Yes,,Dol-de-Bretagne,Dol,Tours,France,,48.550833,-1.755833,D444,,,,,,Diocesan,,Raoul de la Moussaie,,1444,1456,,Latin,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §89-93",,http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra,,Survive in 1509 compilation,,,,,Digital MS,,,Reviewed ,
1056,1480,1478x1482,,,Yes,,Dol-de-Bretagne,Dol,Tours,France,,48.550833,-1.755833,D444,,,,,,Diocesan,,Michel Guibé,,1478,1482,,Latin,,,,"Statuts synodaux du diocèse de Dol, revus et publiés par Mathurin de Pledran, évêque de Dol. Nannetensis: per Guillermum Tourquetil, 1509, §93-98",,http://www.tablettes-rennaises.fr/themes/rennes/static/flipbook/index.html?userid=0&docid=34287&language=fra,,Survive in 1509 compilation,,,,,Digital MS,,,Reviewed ,
1059,1375,1367x1377,,,Yes,,Geneva,Geneva,Vienne,Switzerland,,46.2,6.15,D465,,,,,,Diocesan,,Guillaume de Marcossay,,1366,1377,,Latin,,"Sion, Arch. du Chapitre cathedral, Valere, Tiroir 3, n. 62, fols. 42rv",,,,,,Photo thanks to Mme. Chantal Ammann,preliminary transcription; needs careful review,,,,Digital MS,,,Reviewed ,
1060,1389,1389,,,,,Geneva,Geneva,Vienne,Switzerland,,46.2,6.15,D465,,,,,,Diocesan,,Guillaume de Lornay,,1388,1408,,Latin,,"Geneva, AE, MS hist 47, f°162-163v",,,,,,,,,,,Digital MS,,,Reviewed ,
1061,1394,1394,,,,,Geneva,Geneva,Vienne,Switzerland,,46.2,6.15,D465,,,,,,Diocesan,,Guillaume de Lornay,,1388,1408,,Latin,,"Geneva, AE, MS hist 47, f°164-166v",,"Fleury, HIstoire de l'Eglise de Geneve, I, 440-41",,https://books.google.com/books?id=Ov8PAAAAYAAJ,,,CoSyn transcription from Geneva MS,,,,"GoogleBooks
WebDownload
Digital MS",,"Summary of topics in Binz, Vie religieuse, 174-75",Reviewed ,
1062,1409,1409,4,24,,,Geneva,Geneva,Vienne,Switzerland,,46.2,6.15,D465,,,,,,Diocesan,,Jean de Bertrand,,1408,1418,,Latin,,"Geneva, AE, MS hist 47, f°168v-171r",,,,,,,,,,,Digital MS,,,Reviewed ,
1063,1418,1418x1432,,,Yes,"for dating, see Binz, Vie Religieuse, 167 - rubric states that these were issued by Jean de Bertrand, and text mentions him, but in fact by this point he had become AB Tarentaise, so it must have been issued by a different bishop of Geneva during JdB's tenure as AB]; given sequence in MS, I'm inclined to opt for an earlier date (pre-1420)",Geneva,Geneva,Vienne,Switzerland,,46.2,6.15,D465,,,,,,Diocesan,,,,,,,Latin,,"Geneva, AE, MS hist 47, f°171v-172v",,,,,,missing closing formula,,,,Yes,Digital MS,,,Reviewed ,
1064,1420,1420,,,,,Geneva,Geneva,Vienne,Switzerland,,46.2,6.15,D465,,,,,,Diocesan,Jean de La Rochetaillée was apostolic administrator of Geneva,Jean de La Rochetaillée,,1418,1422,,Latin,,"Geneva, AE, MS hist 47, f°173r-175r",,,,,,,,,,,Digital MS,,,Reviewed ,
1065,1431,1431,2,8,,,Geneva,Geneva,Vienne,Switzerland,,46.2,6.15,D465,,,,,,Diocesan,,Francois de Metz,,1426,1444,,Latin,,"Geneva, AE, MS hist 47, f° 78-88
","Geneva, AE, MS hist 47, f° 90-96 [incomplete]; fols. 97-102v
",,,,,MS Hist 47 contains three copies of these statutes,,,,,Digital MS,,"Summary of rubrics in Binz, Vie religieuse, 175-76

orders all curates to have copies of either Manipulus curatorum of Guy de Montrocher or the work of a certain William, Bp of Paris [perhaps Dialogus de septem sacramentis of the dominican Guillaume de Paris]",Reviewed ,
1066,1435,1435,,,,,Geneva,Geneva,Vienne,Switzerland,,46.2,6.15,D465,,,,,,Diocesan,,Francois de Metz,,1426,1444,,Latin,,"Geneva, AE, MS hist 47, f° 62-67v",,"Fleury, Histoire de l'Eglise de Geneve, I, 443-46",,https://books.google.com/books?id=Ov8PAAAAYAAJ,,,CoSyn transcription from Geneva MS,,,,Digital MS,,incorporates all of the chapters concerning baptism from the statutes of Eudes de Sully,Reviewed ,
1086,1312,1310x1316,,,Yes,[term ante set by elevation of Bp Raynaud to AB Bourges,Limoges,Limoges,Bourges,France,,45.85,1.25,D378,,,,,,Diocesan,,Raynaud de la Porte,,1294,1316,,Latin,,,,"Lecler, Anciens statuts, 140-42",,https://books.google.com/books?vid=HARVARD:32044100885706,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1087,1350,1321x1448,,,Yes,dating uncertain,Lisieux,Lisieux,Rouen,France,,49.146389,0.226667,D438,,,,,,Diocesan,,,,,,,Latin,,,,"Bessin, Concilia Rothomagensis, II, 480-81",,https://books.google.com/books?id=0SGIk69vxS0C,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1088,1448,1448,5,6,,,Lisieux,Lisieux,Rouen,France,,49.146389,0.226667,D438,,,,,,Diocesan,,Thomas Basin,,1447,1474,,Latin,,,,"Bessin, Concilia Rothomagensis, II, 481-487",,https://books.google.com/books?id=0SGIk69vxS0C,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1090,1298,aft. 1298,,,Yes,follows 1298 statutes in edition; unclear whether they were promulgated at same time or afterwards. Presumably issued by Henri de Villars (r. 1295-1301) or Louis de Villars (r. 1301-1308,Lyon,Lyon,Lyon,France,,45.759723,4.842223,D395,,,,,,Diocesan,,Henri or Louis de Villars,,,,,Latin,,,,"Statuta synodalia dioecesis Lugdunensis,[Lyon: Guillaume le Roy, 1485?],  fols 50-56v",,,,,"run pp. 105-114 in PDF (from ""Alia particularia statuta...""  to ""ut extra de elect. c. commissa eodem li.""",,,,Digital MS,,,Reviewed ,
1096,1493,1493,9,19,,,Meaux,Meaux,Sens,France,,48.960278,2.888333,D458,,,,,,Diocesan,,Jean L'Huillier,,1483,1500,,Latin,,,,"Du Plessis, Histoire de l'Eglise de Meaux (1731), II, 509-550","Sinodalia Meldensis diocesis statuta, Paris : Jean Du Pré, aft. 1493 ",https://books.google.com/books?id=jMQ-AAAAcAAJ,,"Incunable printing at Paris, BSG, 4 C 324 INV 322 RES (P.1)",CoSyn Transcription by Christine Barralis (improved version of Du Plessis text),,,,"GoogleBooks
WebDownload",,,Reviewed ,
1097,1320,1320,,,,"date given by Nicolas Travers in his autograph copy of Tours councils (see Pontal repertoire, 317, n3)",Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Daniel Vigier,,1304,1337,,Latin,,"Nantes, BM 36, fol. 378 (=Travers, Concilia provinciae Turonensis, III)","Paris, BnF fr. 22354, fols 25-31; Paris, BnF Latin 1555, f. 14v-19r","Martene, Thes, IV, col 953-60",,https://books.google.com/books?id=bjSeGwAACAAJ,,,CoSyn Transcription from Martene edition,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1098,1320,1304x1337,,,Yes,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Daniel Vigier,,1304,1337,,Latin,,"Nantes, BM 36, fol. 381rv (=Travers, Concilia provinciae Turonensis, III)",,,,,,IRHT MF 06342-06343,,,,,Microfilm,,,Reviewed ,
1099,1370,1370,,,,"date given by Nicolas Travers in his autograph copy of Tours councils (see Pontal repertoire, 317, n3)",Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Simon de Langres,,1366,1382,,Latin,,,,"Martene, Thes, IV, col 961-68",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1100,1371,1371,10,23,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Simon de Langres,,1366,1382,,Latin,,"Paris, Bib Arsenal 796, fol. 36rv",,,,https://gallica.bnf.fr/ark:/12148/btv1b52507387b/f59.item,,,Transcribed by Carole Avignon for CoSyn.,,,,Digital MS,,,Reviewed ,
1101,1372,1372,,,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Simon de Langres,,1366,1382,,Latin,,"Paris, Bib Arsenal 796, fol. 37r",,,,https://gallica.bnf.fr/ark:/12148/btv1b52507387b/f61.item,,,Transcribed by Carole Avignon for CoSyn.,,,,Digital MS,,,Reviewed ,
1102,1385,1385,10,19,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Jean I de Montrelais,,1382,1391,,Latin,,,,"Martene, Thes, IV, col 968-72",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1103,1387,1387,5,30,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Jean I de Montrelais,Jean de Montreslet,1382,1391,,Latin,,,,"Martene, Thes, IV, col 972-78",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1104,1389,1389,6,10,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Jean de Montrelais,Jean de Montreslet,1382,1391,,Latin,,"Paris, BnF Latin 1555, f. 19v-27r",,"Martene, Thes, IV, col 979-89",,https://books.google.com/books?id=bjSeGwAACAAJ,,,CoSyn Transcription from Martene edition,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1105,1389,1389,9,18,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Jean de Montrelais,Jean de Montreslet,1382,1391,,Latin,,,,"Martene, Thes, IV, col 990-93",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1106,1405,1405,6,11,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Henri le Barbu,,1404,1419,,Latin,,,,"Martene, Thes, IV, col 993-94",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1107,1406,1406,6,3,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Henri le Barbu,,1404,1419,,Latin,,,,"Martene, Thes, IV, col 994-95",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1109,1408,1408,6,6,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Henri le Barbu,,1404,1419,,Latin,,,,"Martene, Thes, IV, col 995-98",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1110,1408,1408,10,24,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Henri le Barbu,,1404,1419,,Latin,,,,"Martene, Thes, IV, col 998-1001",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1111,1409,1409,5,30,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Henri le Barbu,,1404,1419,,Latin,,,,"Martene, Thes, IV, col 1002-3",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1113,1410,1410,5,15,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Henri le Barbu,,1404,1419,,Latin,,,,"Martene, Thes, IV, 1004-5",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1114,1410,1410,10,23,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Henri le Barbu,,1404,1419,,Latin,,,,"Martene, Thes, IV, 1005-6",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1115,1411,1411,6,4,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Henri le Barbu,,1404,1419,,Latin,,,,"Martene, Thes, IV, 1007",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,GoogleBooks,,,Reviewed ,
1120,1445,1445,10,21,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Guillaume de Malestroit,,1446,1461,,Latin,,,,"Martene, Thes, IV, 1008-11",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,Other statutes were also issued at Pentecost,Reviewed ,
1121,1446,1446,6,2,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Guillaume de Malestroit,,,,,Latin,,,,"Martene, Thes, IV, 1011-12",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,GoogleBooks,,,Reviewed ,
1122,1478,1478,5,14,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Pierre du Chaffault,,1477,1487,,Latin,with Old French translation,"Paris, BnF latin 1597, fol. 56-58 (with Old French version at fol. 65r-68v)",,"Martene, Thesaurus, IV, 1013-15","Morice...Memoires Bretagne, vol. 3, cols. 328-330",https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1123,1481,1481,6,10,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,Pierre du Chaffault,,1477,1487,,Latin,,"Paris, BnF latin 1597, fol. 58v-61r, 71-73",,"Martene, Thesaurus, IV, 1015-17",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1124,1485,1481?x1499,,,Yes,"In the Paris MS, these come at the end of a series of statutes ordered chronologically, with the latest dated to 1481. Presumably these statutes were issued afterwards, but dating is uncertain",Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,,,,,,,Old French,,"Paris, BnF lat 1597, fol. 73v-74v",,,,,,,"Transcribed by Christine Barralis. The capitula are not numbered in the MS.
",,,,Digital MS,,"Inc. Reverand père en Dieu Mgr. de Nantes par ses statuz synodaux inhibe et deffent à toutes et chacunes personnes 
Expl. ...et que lesdits perez, mères, et aultres ne soint coulpables de la mort de leurs enfans.
",Reviewed ,
1128,1499,1499,5,23,,,Nantes,Nantes,Tours,France,,47.21806,-1.55278,D443,,,,,,Diocesan,issued by vicar general Yves du Quirissec,Jean d'Espinay,,1493,1500,Yes,Latin,,,,"Martene, Thesaurus, IV, 1017-22",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1129,1257,1257,6,21,,,Narbonne,Narbonne,Narbonne,France,,43.1836,3.0042,D400,,,,,,Diocesan,,Guillaume de Broue,,,,,Latin,,"Vatican, BAV Vat lat. 9868, fol. 136",,"Avril, Statuts 6, 388-91",,,,,CoSyn Transcription from Avril edition,,,,"Hard Copy Scan
Digital MS",Yes,concerning tithes,Reviewed ,
1130,1260,1259x1261,,,Yes,,Narbonne,Narbonne,Narbonne,France,,43.1836,3.0042,D400,,,,,,Diocesan,,Guy de Foulques,Guy Foucois,1259,1261,,Latin,,,,"Avril, Statuts, 6, 394-95",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
1135,1317,aft. 1317,,,Yes,ref. to Clementine constitutions in cc. 42 & 44 suggests post-1317 dating; Pontal repertoire gives aft. 1311,Paris,Paris,Sens,France,,48.24754,3.287659,D456,,,,,,Diocesan,,,,,,,Latin,,,,"Synodicon ecclesie Parisiensis, ed. Fr. de Harlay, Paris: Muguet, 1674. (pp29-51)",,https://books.google.com/books?id=Qz9AAAAAcAAJ,,"Paris, BnF B-5590, B-20473; Bib Sainte-Genevieve, C 8' 571 INV 161",,,,,"GoogleBooks
WebDownload",,"Inc. Si sint aliqui excusatores
Exp. ...obmisimus propter temporis brevitatem. ",Reviewed ,
1136,1220,1219x1224,,,Yes,,Paris,Paris,Sens,France,,48.24754,3.287659,D456,,,,,,Diocesan,,Guillaume de Seignelay,,1219,1224,,Latin,,,,"Pontal, Statuts, I, 100-101","Synodicon ecclesie Parisiensis, ed. Fr. de Harlay, Paris: Muguet, 1674. (pp26-28)",http://gallica.bnf.fr/ark:/12148/bpt6k6251679t,https://books.google.com/books?id=Qz9AAAAAcAAJ,"Paris, BnF B-5590, B-20473; Bib Sainte-Genevieve, C 8' 571 INV 161",,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1137,1428,1428,10,21,,,Paris,Paris,Sens,France,,48.24754,3.287659,D456,,,,,,Diocesan,,Jacques du Chastelier,,1427,1438,,Latin,,,,"Synodicon ecclesie Parisiensis, ed. Fr. de Harlay, Paris: Muguet, 1674. (pp53-62)",,https://books.google.com/books?id=Qz9AAAAAcAAJ,,"Paris, BnF B-5590, B-20473; Bib Sainte-Genevieve, C 8' 571 INV 161",,,,,"GoogleBooks
WebDownload",,"Inc. Cum canonicae sanctiones prohibeant ne bigami
Exp. ...Eatis cum Domino et orate pro nobis. (32 articles)",Reviewed ,
1138,1441,1441,,,Yes,,Paris,Paris,Sens,France,,48.24754,3.287659,D456,,,,,,Diocesan,,Denis du Moulin,,1439,1447,,Latin,,,,"Synodicon ecclesie Parisiensis, ed. Fr. de Harlay, Paris: Muguet, 1674. (pp64-66)",,https://books.google.com/books?id=Qz9AAAAAcAAJ,,"Paris, BnF B-5590, B-20473; Bib Sainte-Genevieve, C 8' 571 INV 161",,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1140,1365,1363x1370,,,Yes,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Aimeri de Mons,,1363,1370,,Latin,,"Vatican, Regin. lat. 1065, fol. 44rb-44vb",,"Favreau, Saints, clercs, 124-133",,https://digi.vatlib.it/view/MSS_Reg.lat.1065,,,"CoSyn transcription from Favreau edition, cross-checked against initial transcription from MS by Deborah Shulevitz, Jeffrey Wayno, et al.",,,Yes,"Digital MS
Hard Copy Scan",,"Included as part of later compilation; initial sections clearly omitted in editing process, but impossible to determine to what extent",Reviewed ,
1141,1377,1377,5,26,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Bertrand de Maumont,,1376,1385,,Latin,,"Vatican, Regin. lat. 1065, fol. 44vb-45rb",,"Favreau, Saints, clercs, 134-141",,https://digi.vatlib.it/view/MSS_Reg.lat.1065,,"MS was produced shortly after 1377, and contains numerous earlier provincial and diocesan statutes; additional booklets were added to the end, with the statutes of Gerard de Montaigu (1403x1409) as the latest additions","CoSyn transcription from Favreau edition, cross-checked against initial transcription from MS by Deborah Shulevitz, Jeffrey Wayno, et al.",,,,"Digital MS
Hard Copy Scan",,,Reviewed ,
1142,1387,1387,5,8,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Simon de Cramaud,,1385,1391,,Latin,,"Vatican, Regin. lat. 1065, fol. 46-48",,"Favreau, Saints, clercs, 142-159",,https://digi.vatlib.it/view/MSS_Reg.lat.1065,,,"CoSyn transcription from Favreau edition, cross-checked against initial transcription from MS by Deborah Shulevitz, Jeffrey Wayno, et al.",,,,"Digital MS
Hard Copy Scan",,"Archpriests and deans to receive copies, and to provide to the rectors of their jurisdiction
(40) Item, precipimus vobis omnibus archipresbiteris et decanis quod copiam predictarum constitucionum accipiatis a prelatis, rectoribusque vestrorum archipresbiteratuum et decanatuum traddatis, si petierint, in quantum ipsos tangit, ne aliquis valeat excusacionem pretendere super predictis pretextu ignorantie.
",Reviewed ,
1143,1396,1396,5,11,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Ithier de Martreuil,,1395,1403,,Latin,,"Vatican, Regin. lat. 1065, fol. 48v-49r",,"Favreau, Saints, clercs, 160-165",,https://digi.vatlib.it/view/MSS_Reg.lat.1065,,,"CoSyn transcription from Favreau edition, cross-checked against initial transcription from MS by Deborah Shulevitz, Jeffrey Wayno, et al.",,,,"Digital MS
Hard Copy Scan",,,Reviewed ,
1144,1396,1396,10,19,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Ithier de Martreuil,,1395,1403,,Latin,,"Vatican, Regin. lat. 1065, fol. 49",,"Favreau, Saints, clercs, 166-167",,https://digi.vatlib.it/view/MSS_Reg.lat.1065,,,"CoSyn transcription from Favreau edition, cross-checked against initial transcription from MS by Deborah Shulevitz, Jeffrey Wayno, et al.",,,,Digital MS,,,Reviewed ,
1145,1405,1403x1409,,,Yes,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Gérard de Montaigu,,1403,1409,,Latin,,"Vatican, Regin. lat. 1065, fol. 50-51v",,"Favreau, Saints, clercs, 168-173",,https://digi.vatlib.it/view/MSS_Reg.lat.1065,,,"CoSyn transcription from Favreau edition, cross-checked against initial transcription from MS by Deborah Shulevitz, Jeffrey Wayno, et al.",,,,"Digital MS
Hard Copy Scan",,,Reviewed ,
1146,1406,1406,5,13,,,Poitiers,Poitiers,Bordeaux,France,,46.581945,0.336112,D371,,,,,,Diocesan,,Gérard de Montaigu,,1403,1409,,Latin,,"Vatican, Regin. lat. 1065, fol. 52-53",,"Favreau, Saints, clercs, 174-177",,https://digi.vatlib.it/view/MSS_Reg.lat.1065,,,"CoSyn transcription from Favreau edition, cross-checked against initial transcription from MS by Deborah Shulevitz, Jeffrey Wayno, et al.",,,,"Digital MS
Hard Copy Scan",,,Reviewed ,
